ID	Case.Number	Date	Block	IUCR	Primary.Type	Description	Location.Description	Arrest	Domestic	Beat	District	Ward	Community.Area	FBI.Code	X.Coordinate	Y.Coordinate	Year	Updated.On	Latitude	Longitude	Location
10451276	HZ190266	2016-03-17	060XX S WABASH AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	ALLEY	false	true	311	3	20	40	08B	1177750	1865013	2016	03/24/2016 03:46:07 PM	41.784917767	-87.623832463	(41.784917767, -87.623832463)
10451278	HZ190282	2016-03-17	025XX W WARREN BLVD	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	true	false	1222	12	2	28	08B	1159531	1900269	2016	03/24/2016 03:46:07 PM	41.882057406	-87.689662676	(41.882057406, -87.689662676)
10451292	HZ190381	2016-03-17	071XX S LOWE AVE	1320	CRIMINAL DAMAGE	TO VEHICLE	STREET	false	false	732	7	6	68	14	1173383	1857496	2016	03/24/2016 03:46:07 PM	41.764388024	-87.640065846	(41.764388024, -87.640065846)
10451295	HZ190368	2016-03-17	061XX W NEWPORT AVE	0820	THEFT	$500 AND UNDER	STREET	false	false	1633	16	38	17	06	1134813	1922300	2016	03/24/2016 03:46:07 PM	41.942986023	-87.779906229	(41.942986023, -87.779906229)
10451305	HZ190339	2016-03-17	066XX S CAMPBELL AVE	0610	BURGLARY	FORCIBLE ENTRY	RESIDENCE-GARAGE	false	false	832	8	15	66	05	1160852	1860533	2016	03/24/2016 03:46:07 PM	41.772989954	-87.685911542	(41.772989954, -87.685911542)
10451310	HZ190235	2016-03-17	067XX S DAMEN AVE	0560	ASSAULT	SIMPLE	RESIDENCE	false	false	726	7	15	67	08A	1164193	1859802	2016	03/24/2016 03:46:07 PM	41.770914321	-87.673684786	(41.770914321, -87.673684786)
10451311	HZ190335	2016-03-17	068XX S WOOD ST	1153	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT OVER $ 300	RESIDENCE	false	false	726	7	17	67	11	1165525	1859428	2016	03/24/2016 03:46:07 PM	41.769859877	-87.668812748	(41.769859877, -87.668812748)
10451319	HZ190406	2016-03-17	070XX S EMERALD AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	APARTMENT	false	true	732	7	6	68	14	1172524	1858154	2016	03/24/2016 03:46:07 PM	41.766212611	-87.643194942	(41.766212611, -87.643194942)
10451345	HZ190319	2016-03-17	017XX N HALSTED ST	0610	BURGLARY	FORCIBLE ENTRY	RESTAURANT	false	false	1813	18	43	7	05	1170692	1911702	2016	03/24/2016 03:46:07 PM	41.913193235	-87.648344566	(41.913193235, -87.648344566)
10451347	HZ190390	2016-03-17	032XX N LECLAIRE AVE	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	SCHOOL, PUBLIC, BUILDING	true	false	1634	16	30	15	18	1141792	1921221	2016	03/24/2016 03:46:07 PM	41.939898633	-87.754281422	(41.939898633, -87.754281422)
10451355	HZ190411	2016-03-17	077XX S ST LAWRENCE AVE	2820	OTHER OFFENSE	TELEPHONE THREAT	RESIDENCE	false	true	624	6	6	69	26	1181572	1853920	2016	03/24/2016 03:46:07 PM	41.754390071	-87.610161486	(41.754390071, -87.610161486)
10451365	HZ190292	2016-03-17	125XX S MICHIGAN AVE	041A	BATTERY	AGGRAVATED: HANDGUN	STREET	false	false	532	5	9	53	04B	1179136	1821671	2016	03/24/2016 03:46:07 PM	41.66595034	-87.620067539	(41.66595034, -87.620067539)
10451373	HZ190414	2016-03-17	051XX W MADISON ST	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	SIDEWALK	true	false	1533	15	28	25	18	1141978	1899534	2016	03/24/2016 03:46:07 PM	41.880383652	-87.754136039	(41.880383652, -87.754136039)
10451374	HZ190239	2016-03-17	132XX S INDIANA AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	533	5	9	54	08B	1179935	1817750	2016	03/24/2016 03:46:07 PM	41.655172319	-87.617262702	(41.655172319, -87.617262702)
10451391	HZ190407	2016-03-17	007XX N RIDGEWAY AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	APARTMENT	true	true	1112	11	27	23	14	1151254	1904701	2016	03/24/2016 03:46:07 PM	41.894385607	-87.719939597	(41.894385607, -87.719939597)
10451398	HZ190337	2016-03-17	027XX W POLK ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	1135	11	28	27	08B	1158260	1896258	2016	03/24/2016 03:46:07 PM	41.871076899	-87.694439423	(41.871076899, -87.694439423)
10451399	HZ190457	2016-03-17	079XX S ESSEX AVE	2027	NARCOTICS	POSS: CRACK	ALLEY	true	false	422	4	7	46	18	1194232	1852904	2016	03/24/2016 03:46:07 PM	41.751300702	-87.563800652	(41.751300702, -87.563800652)
10451400	HZ190283	2016-03-17	015XX W GREENLEAF AVE	0610	BURGLARY	FORCIBLE ENTRY	RESIDENCE PORCH/HALLWAY	false	false	2423	24	49	1	05	1164832	1947043	2016	03/24/2016 03:46:07 PM	42.010296831	-87.668865998	(42.010296831, -87.668865998)
10451412	HZ190468	2016-03-17	061XX S CHAMPLAIN AVE	0880	THEFT	PURSE-SNATCHING	CTA BUS STOP	false	false	313	3	20	42	06	1181622	1864542	2016	03/24/2016 03:46:07 PM	41.783536746	-87.609650728	(41.783536746, -87.609650728)
10451413	HZ190464	2016-03-17	062XX S INDIANA AVE	0560	ASSAULT	SIMPLE	RESIDENCE	false	true	311	3	20	40	08A	1178697	1863752	2016	03/24/2016 03:46:07 PM	41.781435962	-87.620398718	(41.781435962, -87.620398718)
10451422	HZ190420	2016-03-17	0000X W 79TH ST	0870	THEFT	POCKET-PICKING	CTA TRAIN	false	false	623	6	6	44	06	1177483	1852629	2016	03/24/2016 03:46:07 PM	41.750940757	-87.625185222	(41.750940757, -87.625185222)
10451425	HZ190416	2016-03-17	121XX S THROOP ST	5002	OTHER OFFENSE	OTHER VEHICLE OFFENSE	STREET	false	true	524	5	34	53	26	1169862	1824221	2016	03/24/2016 03:46:07 PM	41.673153596	-87.653933645	(41.673153596, -87.653933645)
10451437	HZ190491	2016-03-17	035XX W GRENSHAW ST	2820	OTHER OFFENSE	TELEPHONE THREAT	RESIDENCE	false	true	1133	11	24	29	26	1152897	1894828	2016	03/24/2016 03:46:07 PM	41.867260668	-87.714166918	(41.867260668, -87.714166918)
10451455	HZ190454	2016-03-17	051XX N DAMEN AVE	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	SCHOOL, PUBLIC, BUILDING	true	false	2032	20	47	4	18	1162074	1934195	2016	03/24/2016 03:46:07 PM	41.975099794	-87.679374655	(41.975099794, -87.679374655)
10451456	HZ190404	2016-03-17	005XX W CHESTNUT ST	0820	THEFT	$500 AND UNDER	OTHER	false	false	1823	18	27	8	06	1172468	1906125	2016	03/24/2016 03:46:07 PM	41.897850542	-87.641985118	(41.897850542, -87.641985118)
10451462	HZ190401	2016-03-17	019XX N NORDICA AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE-GARAGE	false	false	2513	25	36	25	14	1128784	1912026	2016	03/24/2016 03:46:07 PM	41.914897566	-87.80230007	(41.914897566, -87.80230007)
10451473	HZ190309	2016-03-17	020XX W DEVON AVE	0560	ASSAULT	SIMPLE	SIDEWALK	false	false	2413	24	50	2	08A	1161685	1942496	2016	03/24/2016 03:46:07 PM	41.99788618	-87.680572482	(41.99788618, -87.680572482)
10451479	HZ190509	2016-03-17	079XX S PAXTON AVE	0460	BATTERY	SIMPLE	SIDEWALK	false	false	414	4	8	46	08B	1192241	1852855	2016	03/24/2016 03:46:07 PM	41.751214876	-87.571098146	(41.751214876, -87.571098146)
10451485	HZ190469	2016-03-17	002XX E 47TH ST	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	SIDEWALK	true	false	215	2	3	38	18	1178533	1873911	2016	03/24/2016 03:46:07 PM	41.809316941	-87.620691215	(41.809316941, -87.620691215)
10451489	HZ190385	2016-03-17	071XX S VINCENNES AVE	0460	BATTERY	SIMPLE	STREET	false	false	731	7	6	69	08B	1176677	1857867	2016	03/24/2016 03:46:07 PM	41.765332603	-87.627981404	(41.765332603, -87.627981404)
10451497	HZ190430	2016-03-17	083XX S THROOP ST	0820	THEFT	$500 AND UNDER	STREET	false	false	613	6	21	71	06	1169112	1849506	2016	03/24/2016 03:46:07 PM	41.742555785	-87.655950714	(41.742555785, -87.655950714)
10451498	HZ190523	2016-03-17	020XX N MILWAUKEE AVE	1330	CRIMINAL TRESPASS	TO LAND	SMALL RETAIL STORE	true	false	1431	14	1	22	26	1159331	1913523	2016	03/24/2016 03:46:07 PM	41.918431595	-87.690032129	(41.918431595, -87.690032129)
10451499	HZ190502	2016-03-17	082XX S HOUSTON AVE	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	SCHOOL, PUBLIC, BUILDING	true	false	424	4	7	46	18	1197921	1850836	2016	03/24/2016 03:46:07 PM	41.745534625	-87.550351535	(41.745534625, -87.550351535)
10451500	HZ190288	2016-03-17	032XX E 91ST ST	0420	BATTERY	AGGRAVATED:KNIFE/CUTTING INSTR	OTHER	true	false	424	4	10	46	04B	1199355	1845241	2016	03/24/2016 03:46:07 PM	41.730145605	-87.545284948	(41.730145605, -87.545284948)
10451502	HZ190495	2016-03-17	055XX W NORTH AVE	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	SIDEWALK	true	false	2532	25	37	25	18	1139118	1910086	2016	03/24/2016 03:46:07 PM	41.909392126	-87.764380883	(41.909392126, -87.764380883)
10451508	HZ190248	2016-03-17	017XX N PAULINA ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	1433	14	32	24	08B	1164741	1911722	2016	03/24/2016 03:46:07 PM	41.913376455	-87.670206562	(41.913376455, -87.670206562)
10451510	HZ190539	2016-03-17	064XX W 63RD ST	1320	CRIMINAL DAMAGE	TO VEHICLE	PARKING LOT/GARAGE(NON.RESID.)	false	false	812	8	23	64	14	1134683	1862055	2016	03/24/2016 03:46:07 PM	41.777667154	-87.781806489	(41.777667154, -87.781806489)
10451516	HZ190487	2016-03-17	050XX W WINDSOR AVE	2820	OTHER OFFENSE	TELEPHONE THREAT	RESIDENCE	false	false	1623	16	45	15	26	1141918	1929781	2016	03/24/2016 03:46:07 PM	41.963385714	-87.753605516	(41.963385714, -87.753605516)
10451529	HZ190500	2016-03-17	005XX E 67TH ST	0820	THEFT	$500 AND UNDER	GAS STATION	false	false	321	3	20	42	06	1180834	1860702	2016	03/24/2016 03:46:07 PM	41.773017577	-87.61265777	(41.773017577, -87.61265777)
10451532	HZ190519	2016-03-17	033XX W BEACH AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE-GARAGE	false	true	1422	14	26	23	08B	1153793	1909438	2016	03/24/2016 03:46:07 PM	41.907334189	-87.710488249	(41.907334189, -87.710488249)
10451534	HZ190443	2016-03-17	068XX S STATE ST	0560	ASSAULT	SIMPLE	ALLEY	false	true	322	3	20	69	08A	1177463	1859606	2016	03/24/2016 03:46:07 PM	41.770086886	-87.625048001	(41.770086886, -87.625048001)
10451538	HZ190534	2016-03-17	087XX S DR MARTIN LUTHER KING JR DR	1310	CRIMINAL DAMAGE	TO PROPERTY	BANK	false	false	632	6	6	44	14	1180438	1847310	2016	03/24/2016 03:46:07 PM	41.73627756	-87.614519556	(41.73627756, -87.614519556)
10451541	HZ190538	2016-03-17	088XX S COTTAGE GROVE AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	632	6	8	44	08B	1183112	1846383	2016	03/24/2016 03:46:07 PM	41.733672063	-87.604751788	(41.733672063, -87.604751788)
10451546	HZ190453	2016-03-17	070XX S MICHIGAN AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	ALLEY	false	true	322	3	6	69	08B	1178381	1858326	2016	03/24/2016 03:46:07 PM	41.766553634	-87.621721841	(41.766553634, -87.621721841)
10451548	HZ190448	2016-03-17	020XX E 71ST ST	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	STREET	true	false	333	3	5	43	18	1190976	1858260	2016	03/24/2016 03:46:07 PM	41.766077308	-87.575559196	(41.766077308, -87.575559196)
10451552	HZ190435	2016-03-17	011XX N LARRABEE ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	SIDEWALK	true	false	1823	18	27	8	08B	1172122	1908040	2016	03/24/2016 03:46:07 PM	41.903113054	-87.643199348	(41.903113054, -87.643199348)
10451556	HZ190537	2016-03-17	130XX S CHAMPLAIN AVE	0810	THEFT	OVER $500	APARTMENT	false	false	533	5	9	54	06	1183203	1818931	2016	03/24/2016 03:46:07 PM	41.658338043	-87.605268523	(41.658338043, -87.605268523)
10451562	HZ190302	2016-03-17	015XX S KEDVALE AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	1012	10	24	29	08B	1148968	1892195	2016	03/24/2016 03:46:07 PM	41.860112257	-87.728659049	(41.860112257, -87.728659049)
10451573	HZ190532	2016-03-17	024XX N LAWNDALE AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	APARTMENT	false	false	2524	25	35	22	14	1151304	1916009	2016	03/24/2016 03:46:07 PM	41.925414838	-87.719458726	(41.925414838, -87.719458726)
10451577	HZ190360	2016-03-17	042XX W MADISON ST	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	PARKING LOT/GARAGE(NON.RESID.)	true	false	1115	11	28	26	18	1148220	1899677	2016	03/24/2016 03:46:07 PM	41.880658176	-87.731212135	(41.880658176, -87.731212135)
10451583	HZ190370	2016-03-17	066XX S UNION AVE	1822	NARCOTICS	MANU/DEL:CANNABIS OVER 10 GMS	APARTMENT	true	false	723	7	6	68	18	1172651	1860911	2016	03/24/2016 03:46:07 PM	41.773775349	-87.642648291	(41.773775349, -87.642648291)
10451585	HZ190374	2016-03-17	088XX S HOUSTON AVE	051A	ASSAULT	AGGRAVATED: HANDGUN	STREET	true	true	424	4	10	46	04A	1198056	1846966	2016	03/24/2016 03:46:07 PM	41.73491168	-87.54998596	(41.73491168, -87.54998596)
10451591	HZ190556	2016-03-17	106XX S CLAREMONT AVE	0610	BURGLARY	FORCIBLE ENTRY	RESIDENCE-GARAGE	false	false	2212	22	19	72	05	1162610	1834084	2016	03/24/2016 03:46:07 PM	41.700373282	-87.680202917	(41.700373282, -87.680202917)
10451593	HZ190510	2016-03-17	073XX S MORGAN ST	1310	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	true	true	733	7	17	68	14	1170916	1856139	2016	03/24/2016 03:46:07 PM	41.760718451	-87.649147576	(41.760718451, -87.649147576)
10451599	HZ190522	2016-03-17	015XX W WILSON AVE	0560	ASSAULT	SIMPLE	DRUG STORE	false	false	1912	19	47	3	08A	1165144	1930629	2016	03/24/2016 03:46:07 PM	41.965249692	-87.668187079	(41.965249692, -87.668187079)
10451606	HZ190505	2016-03-17	051XX W CHICAGO AVE	143A	WEAPONS VIOLATION	UNLAWFUL POSS OF HANDGUN	OTHER	true	false	1531	15	37	25	15	1141741	1904839	2016	03/24/2016 03:46:07 PM	41.894945606	-87.754874977	(41.894945606, -87.754874977)
10451614	HZ190594	2016-03-17	055XX S MICHIGAN AVE	0930	MOTOR VEHICLE THEFT	THEFT/RECOVERY: AUTOMOBILE	STREET	false	false	225	2	20	40	07	1178100	1868327	2016	03/24/2016 03:46:07 PM	41.794003774	-87.622448757	(41.794003774, -87.622448757)
10451616	HZ190375	2016-03-17	071XX S FRANCISCO AVE	0650	BURGLARY	HOME INVASION	RESIDENCE	false	false	831	8	18	66	05	1158272	1857206	2016	03/24/2016 03:46:07 PM	41.763913078	-87.695459685	(41.763913078, -87.695459685)
10451626	HZ190525	2016-03-17	053XX W WASHINGTON BLVD	502P	OTHER OFFENSE	FALSE/STOLEN/ALTERED TRP	STREET	true	false	1523	15	28	25	26	1140541	1900229	2016	03/24/2016 03:46:07 PM	41.882317312	-87.759395563	(41.882317312, -87.759395563)
10451632	HZ190344	2016-03-17	003XX N FRANCISCO AVE	2024	NARCOTICS	POSS: HEROIN(WHITE)	RESIDENCE	true	false	1222	12	27	27	18	1156998	1902103	2016	03/24/2016 03:46:07 PM	41.887141832	-87.698914072	(41.887141832, -87.698914072)
10451636	HZ190609	2016-03-17	023XX S ARCHER AVE	0530	ASSAULT	AGGRAVATED: OTHER DANG WEAPON	STREET	false	false	914	9	25	34	04A	1173372	1888972	2016	03/24/2016 03:46:07 PM	41.850761529	-87.639174358	(41.850761529, -87.639174358)
10451637	HZ190555	2016-03-17	012XX W 79TH ST	0430	BATTERY	AGGRAVATED: OTHER DANG WEAPON	CTA BUS STOP	false	false	612	6	17	71	04B	1169585	1852402	2016	03/24/2016 03:46:07 PM	41.750492575	-87.654133879	(41.750492575, -87.654133879)
10451639	HZ190612	2016-03-17	053XX S PRINCETON AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	false	true	935	9	3	37	14	1175195	1869474	2016	03/24/2016 03:46:07 PM	41.797216684	-87.633066906	(41.797216684, -87.633066906)
10451640	HZ190633	2016-03-17	020XX W 73RD ST	0820	THEFT	$500 AND UNDER	STREET	false	false	735	7	17	67	06	1163835	1856243	2016	03/24/2016 03:46:07 PM	41.761155457	-87.675096922	(41.761155457, -87.675096922)
10451653	HZ190503	2016-03-17	041XX S ASHLAND AVE	0820	THEFT	$500 AND UNDER	OTHER	false	false	924	9	11	61	06	1166371	1877175	2016	03/24/2016 03:46:07 PM	41.818541799	-87.665206085	(41.818541799, -87.665206085)
10451655	HZ190587	2016-03-17	033XX W OGDEN SD	0810	THEFT	OVER $500	STREET	false	false	1021	10	24	29	06	1154563	1891139	2016	03/24/2016 03:46:07 PM	41.857104507	-87.708149376	(41.857104507, -87.708149376)
10451671	HZ190620	2016-03-17	029XX S WABASH AVE	0460	BATTERY	SIMPLE	SCHOOL, PUBLIC, BUILDING	false	false	133	1	2	35	08B	1177204	1885498	2016	03/24/2016 03:46:07 PM	41.841142759	-87.625215429	(41.841142759, -87.625215429)
10451678	HZ190624	2016-03-17	003XX N PULASKI RD	4625	OTHER OFFENSE	PAROLE VIOLATION	STREET	true	false	1122	11	27	26	26	1149676	1901609	2016	03/24/2016 03:46:07 PM	41.88593164	-87.725815564	(41.88593164, -87.725815564)
10451680	HZ190646	2016-03-17	043XX W VAN BUREN ST	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	STREET	true	false	1131	11	24	26	18	1147482	1897669	2016	03/24/2016 03:46:07 PM	41.875162167	-87.733973522	(41.875162167, -87.733973522)
10451681	HZ190667	2016-03-17	017XX W 75TH PL	5002	OTHER OFFENSE	OTHER VEHICLE OFFENSE	OTHER	false	false	611	6	17	71	26	1165856	1854766	2016	03/24/2016 03:46:07 PM	41.757059689	-87.667731675	(41.757059689, -87.667731675)
10451682	HZ190619	2016-03-17	039XX W OGDEN AVE	0860	THEFT	RETAIL THEFT	GROCERY FOOD STORE	true	false	1013	10	22	29	06	1150286	1889027	2016	03/24/2016 03:46:07 PM	41.851393305	-87.723903515	(41.851393305, -87.723903515)
10451684	HZ190643	2016-03-17	0000X S WABASH AVE	0810	THEFT	OVER $500	RESTAURANT	false	false	112	1	42	32	06	1176815	1900232	2016	03/24/2016 03:46:07 PM	41.881582612	-87.626197575	(41.881582612, -87.626197575)
10451686	HZ190606	2016-03-17	008XX W 111TH ST	0610	BURGLARY	FORCIBLE ENTRY	RESIDENCE	false	false	2233	22	34	75	05	1172509	1831233	2016	03/24/2016 03:46:07 PM	41.692337978	-87.64404011	(41.692337978, -87.64404011)
10451688	HZ190579	2016-03-17	023XX W 110TH PL	0484	BATTERY	PRO EMP HANDS NO/MIN INJURY	SCHOOL, PUBLIC, BUILDING	false	false	2212	22	19	75	08B	1162794	1831386	2016	03/24/2016 03:46:07 PM	41.692965668	-87.679604158	(41.692965668, -87.679604158)
10451690	HZ190583	2016-03-17	027XX N MILWAUKEE AVE	0820	THEFT	$500 AND UNDER	RESTAURANT	false	false	1412	14	35	22	06	1153986	1917838	2016	03/24/2016 03:46:07 PM	41.930380649	-87.709554828	(41.930380649, -87.709554828)
10451693	HZ190657	2016-03-17	017XX W WALTER BURLEY GRIFFIN PL	0560	ASSAULT	SIMPLE	RESIDENCE PORCH/HALLWAY	false	false	2212	22	19	72	08A	1166652	1835409	2016	03/24/2016 03:46:07 PM	41.703924231	-87.665364983	(41.703924231, -87.665364983)
10451695	HZ190670	2016-03-17	049XX N ELSTON AVE	1310	CRIMINAL DAMAGE	TO PROPERTY	TAVERN/LIQUOR STORE	false	false	1712	17	39	14	14	1144462	1932422	2016	03/24/2016 03:46:07 PM	41.970585213	-87.744185213	(41.970585213, -87.744185213)
10451705	HZ190638	2016-03-17	044XX W WALTON ST	0560	ASSAULT	SIMPLE	SIDEWALK	false	false	1111	11	37	23	08A	1146590	1905957	2016	03/24/2016 03:46:07 PM	41.897922428	-87.737037166	(41.897922428, -87.737037166)
10451710	HZ190648	2016-03-17	053XX N CENTRAL AVE	2826	OTHER OFFENSE	HARASSMENT BY ELECTRONIC MEANS	RESIDENCE	false	false	1623	16	45	11	26	1137850	1935050	2016	03/24/2016 03:46:07 PM	41.97791887	-87.768434655	(41.97791887, -87.768434655)
10451720	HZ190463	2016-03-17	066XX S CHAMPLAIN AVE	041A	BATTERY	AGGRAVATED: HANDGUN	SIDEWALK	false	false	321	3	20	42	04B	1181708	1861113	2016	03/24/2016 03:46:07 PM	41.774125258	-87.609441256	(41.774125258, -87.609441256)
10451725	HZ190567	2016-03-17	005XX W 119TH ST	0860	THEFT	RETAIL THEFT	SMALL RETAIL STORE	false	false	524	5	34	53	06	1174672	1825980	2016	03/24/2016 03:46:07 PM	41.677875157	-87.636276653	(41.677875157, -87.636276653)
10451731	HZ190615	2016-03-17	012XX N WASHTENAW AVE	0460	BATTERY	SIMPLE	SIDEWALK	true	false	1423	14	26	24	08B	1158175	1908031	2016	03/24/2016 03:46:07 PM	41.903384824	-87.694429675	(41.903384824, -87.694429675)
10451735	HZ190701	2016-03-17	014XX W NORTH AVE	1330	CRIMINAL TRESPASS	TO LAND	OTHER	true	false	1433	14	32	24	26	1166741	1910762	2016	03/24/2016 03:46:07 PM	41.910699488	-87.662886582	(41.910699488, -87.662886582)
10451740	HZ190724	2016-03-17	014XX N HUDSON AVE	1320	CRIMINAL DAMAGE	TO VEHICLE	STREET	false	false	1821	18	27	8	14	1173056	1909896	2016	03/24/2016 03:46:07 PM	41.908185345	-87.639713484	(41.908185345, -87.639713484)
10451744	HZ190563	2016-03-17	0000X N MICHIGAN AVE	0890	THEFT	FROM BUILDING	RESTAURANT	false	false	112	1	42	32	06	1177308	1900543	2016	03/24/2016 03:46:07 PM	41.882424852	-87.624377884	(41.882424852, -87.624377884)
10451750	HZ190515	2016-03-17	071XX S RHODES AVE	041A	BATTERY	AGGRAVATED: HANDGUN	SIDEWALK	false	false	323	3	6	69	04B	1181142	1857776	2016	03/24/2016 03:46:07 PM	41.764981249	-87.611618733	(41.764981249, -87.611618733)
10451754	HZ190641	2016-03-17	053XX N SHERIDAN RD	0810	THEFT	OVER $500	APARTMENT	false	false	2023	20	48	77	06	1168675	1935712	2016	03/24/2016 03:46:07 PM	41.97912164	-87.655056515	(41.97912164, -87.655056515)
10451756	HZ190651	2016-03-17	0000X S WABASH AVE	1150	DECEPTIVE PRACTICE	CREDIT CARD FRAUD	RESTAURANT	false	false	112	1	42	32	11	1176815	1900232	2016	03/24/2016 03:46:07 PM	41.881582612	-87.626197575	(41.881582612, -87.626197575)
10451768	HZ190649	2016-03-17	052XX S GREEN ST	0486	BATTERY	DOMESTIC BATTERY SIMPLE	SIDEWALK	true	false	934	9	3	61	08B	1171524	1870117	2016	03/24/2016 03:46:07 PM	41.799062419	-87.646510048	(41.799062419, -87.646510048)
10451772	HZ190739	2016-03-17	030XX N NARRAGANSETT AVE	1150	DECEPTIVE PRACTICE	CREDIT CARD FRAUD	RESIDENCE	false	false	2511	25	36	19	11	1133220	1919446	2016	03/24/2016 03:46:07 PM	41.935182401	-87.785828385	(41.935182401, -87.785828385)
10451784	HZ190704	2016-03-17	024XX W CONGRESS PKWY	0560	ASSAULT	SIMPLE	SCHOOL, PUBLIC, BUILDING	false	false	1135	11	2	28	08A	1160408	1897703	2016	03/24/2016 03:46:07 PM	41.874997972	-87.686513346	(41.874997972, -87.686513346)
10451789	HZ190632	2016-03-17	026XX W PERSHING RD	0910	MOTOR VEHICLE THEFT	AUTOMOBILE	PARKING LOT/GARAGE(NON.RESID.)	false	false	911	9	12	58	07	1159428	1878696	2016	03/24/2016 03:46:07 PM	41.822860928	-87.690633793	(41.822860928, -87.690633793)
10451790	HZ190542	2016-03-17	069XX S THROOP ST	0910	MOTOR VEHICLE THEFT	AUTOMOBILE	STREET	false	false	734	7	17	67	07	1168859	1858674	2016	03/24/2016 03:46:07 PM	41.767719467	-87.656613482	(41.767719467, -87.656613482)
10451792	HZ190694	2016-03-17	012XX S TRIPP AVE	0920	MOTOR VEHICLE THEFT	ATT: AUTOMOBILE	STREET	false	false	1011	10	24	29	07	1148244	1894125	2016	03/24/2016 03:46:07 PM	41.865422375	-87.731267004	(41.865422375, -87.731267004)
10451796	HZ190736	2016-03-17	095XX S WINSTON AVE	0910	MOTOR VEHICLE THEFT	AUTOMOBILE	STREET	false	false	2213	22	21	73	07	1167972	1841421	2016	03/24/2016 03:46:07 PM	41.720393903	-87.660359311	(41.720393903, -87.660359311)
10451798	HZ190664	2016-03-17	019XX S ARCHER AVE	0460	BATTERY	SIMPLE	SCHOOL, PRIVATE, BUILDING	false	false	131	1	3	33	08B	1176341	1890924	2016	03/24/2016 03:46:07 PM	41.856051578	-87.628218813	(41.856051578, -87.628218813)
10451800	HZ190772	2016-03-17	0000X W LAKE ST	0890	THEFT	FROM BUILDING	RESTAURANT	false	false	111	1	42	32	06	1176066	1901744	2016	03/24/2016 03:46:07 PM	41.885748527	-87.628902273	(41.885748527, -87.628902273)
10451802	HZ190592	2016-03-17	021XX E 87TH ST	3100	PUBLIC PEACE VIOLATION	MOB ACTION	SCHOOL, PUBLIC, BUILDING	true	false	412	4	8	45	24	1191768	1847705	2016	03/24/2016 03:46:07 PM	41.737094305	-87.572998178	(41.737094305, -87.572998178)
10451803	HZ190742	2016-03-17	035XX S WESTERN BLVD	0486	BATTERY	DOMESTIC BATTERY SIMPLE	STREET	false	true	912	9	11	59	08B	1161104	1880967	2016	03/24/2016 03:46:07 PM	41.829058246	-87.684422273	(41.829058246, -87.684422273)
10451805	HZ190776	2016-03-17	049XX W HUBBARD ST	1821	NARCOTICS	MANU/DEL:CANNABIS 10GM OR LESS	STREET	true	false	1532	15	28	25	18	1143372	1902559	2016	03/24/2016 03:46:07 PM	41.888658688	-87.748941709	(41.888658688, -87.748941709)
10451812	HZ190726	2016-03-17	018XX S HAMLIN AVE	0486	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	false	true	1014	10	24	29	08B	1151347	1890673	2016	03/24/2016 03:46:07 PM	41.855889399	-87.71996621	(41.855889399, -87.71996621)
10451813	HZ190759	2016-03-17	050XX N SIMONDS DR	1811	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	PARK PROPERTY	true	false	2024	20	48	3	18	1170886	1933720	2016	03/24/2016 03:46:07 PM	41.973607218	-87.646984172	(41.973607218, -87.646984172)
10451814	HZ190801	2016-03-17	032XX S STATE ST	0860	THEFT	RETAIL THEFT	GROCERY FOOD STORE	true	false	211	2	3	35	06	1176864	1883625	2016	03/24/2016 03:46:07 PM	41.836010789	-87.626519656	(41.836010789, -87.626519656)
